Probabilities:
Number: 1, Probability: 4.428900063357943e-06, Refund 119.997, Cost 0.0005314547209027632
Number: 24566, Probability: 0.6345482243044709, Refund 46.302, Cost 29.38085188174561
Number: 24567, Probability: 0.6347560139462916, Refund 46.299, Cost 29.38856868969935
Number: 24568, Probability: 0.634963863812571, Refund 46.296, Cost 29.396287039066785
Number: 24569, Probability: 0.6351717739179474, Refund 46.293, Cost 29.40400692998354
Number: 24570, Probability: 0.6353797442770703, Refund 46.29, Cost 29.411728362585585
Number: 24571, Probability: 0.6355877749045891, Refund 46.287, Cost 29.419451337008713
Number: 24572, Probability: 0.6357958658151586, Refund 46.284, Cost 29.4271758533888
Number: 24573, Probability: 0.6360040170234282, Refund 46.281, Cost 29.43490191186128
Number: 24574, Probability: 0.6362122285440586, Refund 46.278, Cost 29.442629512561943
Number: 24575, Probability: 0.6364205003917045, Refund 46.275, Cost 29.450358655626125
Number: 24576, Probability: 0.6366288325810321, Refund 46.272, Cost 29.458089341189517
Number: 24577, Probability: 0.6368372251267018, Refund 46.269, Cost 29.465821569387366
Number: 24578, Probability: 0.6370456780433909, Refund 46.266, Cost 29.47355534035552
Number: 24579, Probability: 0.6372541913457597, Refund 46.263, Cost 29.48129065422888
Number: 24580, Probability: 0.6374627650484854, Refund 46.26, Cost 29.489027511142936
Number: 24581, Probability: 0.6376713991662397, Refund 46.257, Cost 29.49676591123275
Number: 24582, Probability: 0.6378800937137052, Refund 46.254, Cost 29.50450585463372
Number: 24583, Probability: 0.6380888487055647, Refund 46.251, Cost 29.51224734148107
Number: 24584, Probability: 0.6382976641564952, Refund 46.248, Cost 29.51999037190959
Number: 24585, Probability: 0.6385065400811851, Refund 46.245, Cost 29.527734946054405
Number: 24586, Probability: 0.638715476494317, Refund 46.242, Cost 29.535481064050206
Number: 24587, Probability: 0.6389244734105903, Refund 46.239, Cost 29.543228726032286
Number: 24588, Probability: 0.6391335308446988, Refund 46.236, Cost 29.550977932135492
Number: 24589, Probability: 0.6393426488113363, Refund 46.233, Cost 29.558728682494507
Number: 24590, Probability: 0.6395518273251966, Refund 46.23, Cost 29.566480977243835
Number: 24591, Probability: 0.6397610664009845, Refund 46.227, Cost 29.57423481651831
Number: 24592, Probability: 0.6399703660534106, Refund 46.224, Cost 29.58199020045285
Number: 24593, Probability: 0.6401797262971742, Refund 46.221, Cost 29.58974712918169
Number: 24594, Probability: 0.6403891471469858, Refund 46.218, Cost 29.59750560283939
Number: 24595, Probability: 0.6405986286175613, Refund 46.215, Cost 29.605265621560598
Number: 24596, Probability: 0.6408081707236113, Refund 46.212, Cost 29.613027185479528
Number: 24597, Probability: 0.6410177734798572, Refund 46.209, Cost 29.620790294730725
Number: 24598, Probability: 0.6412274369010096, Refund 46.206, Cost 29.628554949448052
Number: 24599, Probability: 0.641437161001801, Refund 46.203, Cost 29.636321149766214
Number: 24600, Probability: 0.6416469457969531, Refund 46.2, Cost 29.644088895819237
Number: 24601, Probability: 0.6418567913011985, Refund 46.197, Cost 29.65185818774147
Number: 24602, Probability: 0.6420666975292533, Refund 46.194, Cost 29.659629025666327
Number: 24603, Probability: 0.6422766644958666, Refund 46.191, Cost 29.667401409728576
Number: 24604, Probability: 0.6424866922157657, Refund 46.188, Cost 29.675175340061788
Number: 24605, Probability: 0.6426967807036887, Refund 46.185, Cost 29.682950816799867
Number: 24606, Probability: 0.6429069299743739, Refund 46.182, Cost 29.690727840076537
Number: 24607, Probability: 0.6431171400425761, Refund 46.179, Cost 29.698506410026123
Number: 24608, Probability: 0.643327410923028, Refund 46.176, Cost 29.706286526781742
Number: 24609, Probability: 0.64353774263049, Refund 46.173, Cost 29.714068190477615
Number: 24610, Probability: 0.6437481351797003, Refund 46.17, Cost 29.721851401246763
Number: 24611, Probability: 0.6439585885854249, Refund 46.167, Cost 29.72963615922331
Number: 24612, Probability: 0.6441691028624186, Refund 46.164, Cost 29.737422464540693
Number: 24613, Probability: 0.6443796780254307, Refund 46.161, Cost 29.74521031733191
Number: 24614, Probability: 0.6445903140892384, Refund 46.158, Cost 29.752999717731065
Number: 24615, Probability: 0.6448010110685909, Refund 46.155, Cost 29.760790665870815
Number: 24616, Probability: 0.6450117689782653, Refund 46.152, Cost 29.7685831618849
Number: 24617, Probability: 0.6452225878330275, Refund 46.149, Cost 29.77637720590639
Number: 24618, Probability: 0.6454334676476492, Refund 46.146, Cost 29.784172798068422
Number: 24619, Probability: 0.6456444084369073, Refund 46.143, Cost 29.791969938504213
Number: 24620, Probability: 0.6458554102155734, Refund 46.14, Cost 29.799768627346555
Number: 24621, Probability: 0.6460664729984411, Refund 46.137, Cost 29.807568864729078
Number: 24622, Probability: 0.6462775968002765, Refund 46.134, Cost 29.815370650783958
Number: 24623, Probability: 0.6464887816358789, Refund 46.131, Cost 29.82317398564473
Number: 24624, Probability: 0.6467000275200308, Refund 46.128, Cost 29.830978869443978
Number: 24625, Probability: 0.6469113344675204, Refund 46.125, Cost 29.838785302314378
Number: 24626, Probability: 0.6471227024931414, Refund 46.122, Cost 29.846593284388668
Number: 24627, Probability: 0.6473341316116932, Refund 46.119, Cost 29.854402815799677
Number: 24628, Probability: 0.6475456218379749, Refund 46.116, Cost 29.86221389668005
Number: 24629, Probability: 0.6477571731867859, Refund 46.113, Cost 29.87002652716226
Number: 24630, Probability: 0.6479687856729255, Refund 46.11, Cost 29.877840707378592
Number: 24631, Probability: 0.6481804593112095, Refund 46.107, Cost 29.885656437461936
Number: 24632, Probability: 0.6483921941164372, Refund 46.104, Cost 29.89347371754422
Number: 24633, Probability: 0.6486039901034246, Refund 46.101, Cost 29.90129254775798
Number: 24634, Probability: 0.6488158472869876, Refund 46.098, Cost 29.909112928235555
Number: 24635, Probability: 0.6490277656819421, Refund 46.095, Cost 29.91693485910912
Number: 24636, Probability: 0.649239745303104, Refund 46.092, Cost 29.92475834051067
Number: 24637, Probability: 0.6494517861653004, Refund 46.089, Cost 29.93258337257253
Number: 24638, Probability: 0.6496638882833583, Refund 46.086, Cost 29.94040995542685
Number: 24639, Probability: 0.6498760516720936, Refund 46.083, Cost 29.948238089205088
Number: 24640, Probability: 0.65008827634635, Refund 46.08, Cost 29.95606777403981
Number: 24641, Probability: 0.650300562320949, Refund 46.077, Cost 29.963899010062367
Number: 24642, Probability: 0.6505129096107343, Refund 46.074, Cost 29.97173179740497
Number: 24643, Probability: 0.6507253182305384, Refund 46.071, Cost 29.979566136199132
Number: 24644, Probability: 0.6509377881951994, Refund 46.068, Cost 29.987402026576447
Number: 24645, Probability: 0.6511503195195723, Refund 46.065, Cost 29.995239468669094
Number: 24646, Probability: 0.6513629122184894, Refund 46.062, Cost 30.00307846260806
Number: 24647, Probability: 0.6515755663068057, Refund 46.059, Cost 30.01091900852516
Number: 24648, Probability: 0.6517882817993759, Refund 46.056, Cost 30.018761106552052
Number: 24649, Probability: 0.6520010587110436, Refund 46.053, Cost 30.02660475681969
Number: 24650, Probability: 0.6522138970566749, Refund 46.05, Cost 30.034449959459877
Number: 24651, Probability: 0.6524267968511244, Refund 46.047, Cost 30.042296714603722
Number: 24652, Probability: 0.6526397581092525, Refund 46.044, Cost 30.050145022382416
Number: 24653, Probability: 0.652852780845925, Refund 46.041, Cost 30.057994882927233
Number: 24654, Probability: 0.653065865076008, Refund 46.038, Cost 30.06584629636925
Number: 24655, Probability: 0.6532790108143727, Refund 46.035, Cost 30.073699262839643
Number: 24656, Probability: 0.6534922180758906, Refund 46.032, Cost 30.081553782469395
Number: 24657, Probability: 0.6537054868754333, Refund 46.029, Cost 30.08940985538932
Number: 24658, Probability: 0.6539188172278776, Refund 46.026, Cost 30.097267481730295
Number: 24659, Probability: 0.6541322091481117, Refund 46.023, Cost 30.105126661623544
Number: 24660, Probability: 0.6543456626510125, Refund 46.02, Cost 30.112987395199596
Number: 24661, Probability: 0.6545591777514626, Refund 46.017, Cost 30.120849682589053
Number: 24662, Probability: 0.6547727544643556, Refund 46.014, Cost 30.12871352392286
Number: 24663, Probability: 0.654986392804574, Refund 46.011, Cost 30.136578919331257
Number: 24664, Probability: 0.6552000927870227, Refund 46.008, Cost 30.144445868945343
Number: 24665, Probability: 0.6554138544265842, Refund 46.005, Cost 30.152314372895006
Number: 24666, Probability: 0.6556276777381687, Refund 46.002, Cost 30.160184431311237
Number: 24667, Probability: 0.6558415627366698, Refund 45.999, Cost 30.168056044324075
Number: 24668, Probability: 0.6560555094369924, Refund 45.996, Cost 30.175929212063906
Number: 24669, Probability: 0.6562695178540467, Refund 45.993, Cost 30.183803934661174
Number: 24670, Probability: 0.6564835880027375, Refund 45.99, Cost 30.191680212245902
Number: 24671, Probability: 0.6566977198979751, Refund 45.987, Cost 30.199558044948184
Number: 24672, Probability: 0.6569119135546753, Refund 45.984, Cost 30.20743743289819
Number: 24673, Probability: 0.6571261689877594, Refund 45.981, Cost 30.21531837622617
Number: 24674, Probability: 0.6573404862121379, Refund 45.978, Cost 30.22320087506168
Number: 24675, Probability: 0.6575548652427432, Refund 45.975, Cost 30.23108492953512
Number: 24676, Probability: 0.6577693060944911, Refund 45.972, Cost 30.23897053977595
Number: 24677, Probability: 0.6579838087823142, Refund 45.969, Cost 30.246857705914202
Number: 24678, Probability: 0.6581983733211394, Refund 45.966, Cost 30.254746428079493
Number: 24679, Probability: 0.6584129997258992, Refund 45.963, Cost 30.262636706401505
Number: 24680, Probability: 0.6586276880115316, Refund 45.96, Cost 30.27052854100999
Number: 24681, Probability: 0.6588424381929692, Refund 45.957, Cost 30.278421932034284
Number: 24682, Probability: 0.659057250285161, Refund 45.954, Cost 30.286316879604293
Number: 24683, Probability: 0.6592721243030397, Refund 45.951, Cost 30.29421338384898
Number: 24684, Probability: 0.6594870602615599, Refund 45.948, Cost 30.302111444898156
Number: 24685, Probability: 0.6597020581756707, Refund 45.945, Cost 30.31001106288119
Number: 24686, Probability: 0.6599171180603103, Refund 45.942, Cost 30.317912237926777
Number: 24687, Probability: 0.6601322399304499, Refund 45.939, Cost 30.325814970164938
Number: 24688, Probability: 0.6603474238010332, Refund 45.936, Cost 30.33371925972426
Number: 24689, Probability: 0.6605626696870204, Refund 45.933, Cost 30.341625106733908
Number: 24690, Probability: 0.6607779776033773, Refund 45.93, Cost 30.34953251132312
Number: 24691, Probability: 0.6609933475650698, Refund 45.927, Cost 30.35744147362096
Number: 24692, Probability: 0.6612087795870525, Refund 45.924, Cost 30.365351993755798
Number: 24693, Probability: 0.6614242736843079, Refund 45.921, Cost 30.373264071857104
Number: 24694, Probability: 0.6616398298718074, Refund 45.918, Cost 30.38117770805365
Number: 24695, Probability: 0.6618554481645167, Refund 45.915, Cost 30.389092902473784
Number: 24696, Probability: 0.6620711285774239, Refund 45.912, Cost 30.397009655246684
Number: 24697, Probability: 0.6622868711254948, Refund 45.909, Cost 30.40492796650034
Number: 24698, Probability: 0.6625026758237285, Refund 45.906, Cost 30.41284783636408
Number: 24699, Probability: 0.6627185426871018, Refund 45.903, Cost 30.420769264966037
Number: 24700, Probability: 0.6629344717305974, Refund 45.9, Cost 30.42869225243442
Number: 24701, Probability: 0.6631504629692142, Refund 45.897, Cost 30.436616798898022
Number: 24702, Probability: 0.6633665164179459, Refund 45.894, Cost 30.444542904485207
Number: 24703, Probability: 0.6635826320917804, Refund 45.891, Cost 30.452470569323893
Number: 24704, Probability: 0.6637988100057224, Refund 45.888, Cost 30.46039979354259
Number: 24705, Probability: 0.6640150501747766, Refund 45.885, Cost 30.468330577269622
Number: 24706, Probability: 0.6642313526139365, Refund 45.882, Cost 30.476262920632635
Number: 24707, Probability: 0.6644477173382124, Refund 45.879, Cost 30.484196823759845
Number: 24708, Probability: 0.6646641443626145, Refund 45.876, Cost 30.4921322867793
Number: 24709, Probability: 0.6648806337021529, Refund 45.873, Cost 30.50006930981886
Number: 24710, Probability: 0.665097185371849, Refund 45.87, Cost 30.508007893006713
Number: 24711, Probability: 0.6653137993867075, Refund 45.867, Cost 30.515948036470114
Number: 24712, Probability: 0.6655304757617608, Refund 45.864, Cost 30.523889740337395
Number: 24713, Probability: 0.6657472145120191, Refund 45.861, Cost 30.531833004735706
Number: 24714, Probability: 0.6659640156525148, Refund 45.858, Cost 30.539777829793024
Number: 24715, Probability: 0.6661808791982693, Refund 45.855, Cost 30.547724215636638
Number: 24716, Probability: 0.6663978051643205, Refund 45.852, Cost 30.55567216239442
Number: 24717, Probability: 0.6666147935656952, Refund 45.849, Cost 30.563621670193555
Number: 24718, Probability: 0.6668318444174315, Refund 45.846, Cost 30.57157273916156
Number: 24719, Probability: 0.6670489577345673, Refund 45.843, Cost 30.57952536942577
Number: 24720, Probability: 0.6672661335321406, Refund 45.84, Cost 30.587479561113327
Number: 24721, Probability: 0.6674833718251949, Refund 45.837, Cost 30.595435314351462
Number: 24722, Probability: 0.6677006726287793, Refund 45.834, Cost 30.60339262926747
Number: 24723, Probability: 0.6679180359579429, Refund 45.831, Cost 30.61135150598848
Number: 24724, Probability: 0.6681354618277346, Refund 45.828, Cost 30.619311944641424
Number: 24725, Probability: 0.6683529502532037, Refund 45.825, Cost 30.627273945353064
Number: 24726, Probability: 0.6685705012494159, Refund 45.822, Cost 30.635237508250736
Number: 24727, Probability: 0.6687881148314256, Refund 45.819, Cost 30.643202633461094
Number: 24728, Probability: 0.6690057910142932, Refund 45.816, Cost 30.65116932111086
Number: 24729, Probability: 0.6692235298130789, Refund 45.813, Cost 30.659137571326582
Number: 24730, Probability: 0.6694413312428593, Refund 45.81, Cost 30.667107384235386
Number: 24731, Probability: 0.6696591953187059, Refund 45.807, Cost 30.675078759963963
Number: 24732, Probability: 0.6698771220556787, Refund 45.804, Cost 30.68305169863831
Number: 24733, Probability: 0.6700951114688602, Refund 45.801, Cost 30.69102620038527
Number: 24734, Probability: 0.6703131635733273, Refund 45.798, Cost 30.69900226533124
Number: 24735, Probability: 0.6705312783841566, Refund 45.795, Cost 30.70697989360245
Number: 24736, Probability: 0.6707494559164362, Refund 45.792, Cost 30.714959085325447
Number: 24737, Probability: 0.6709676961852484, Refund 45.789, Cost 30.722939840626342
Number: 24738, Probability: 0.6711859992056868, Refund 45.786, Cost 30.730922159631575
Number: 24739, Probability: 0.6714043649928336, Refund 45.783, Cost 30.7389060424669
Number: 24740, Probability: 0.671622793561788, Refund 45.78, Cost 30.746891489258655
Number: 24741, Probability: 0.6718412849276434, Refund 45.777, Cost 30.754878500132733
Number: 24742, Probability: 0.6720598391054988, Refund 45.774, Cost 30.762867075215105
Number: 24743, Probability: 0.6722784561104533, Refund 45.771, Cost 30.77085721463156
Number: 24744, Probability: 0.6724971359576171, Refund 45.768, Cost 30.778848918508217
Number: 24745, Probability: 0.6727158786620946, Refund 45.765, Cost 30.78684218697076
