Probabilities:
Mile Number: 1, Probability: 3.6366178509716907e-05, Refund 119.997, Cost 5.314547209027631e-06
Mile Number: 23927, Probability: 3.6366178509716907e-05, Refund 48.219, Cost 0.24758706978757103
Mile Number: 23928, Probability: 3.6366178509716907e-05, Refund 48.216, Cost 0.24765468784644543
Mile Number: 23929, Probability: 3.6366178509716907e-05, Refund 48.213, Cost 0.24772232035259992
Mile Number: 23930, Probability: 3.6366178509716907e-05, Refund 48.21, Cost 0.24778996730767675
Mile Number: 23931, Probability: 3.6366178509716907e-05, Refund 48.207, Cost 0.24785762871332725
Mile Number: 23932, Probability: 3.6366178509716907e-05, Refund 48.204, Cost 0.2479253045711958
Mile Number: 23933, Probability: 3.6366178509716907e-05, Refund 48.201, Cost 0.2479929948829253
Mile Number: 23934, Probability: 3.6366178509716907e-05, Refund 48.198, Cost 0.24806069965016508
Mile Number: 23935, Probability: 3.6366178509716907e-05, Refund 48.195, Cost 0.24812841887455753
Mile Number: 23936, Probability: 3.6366178509716907e-05, Refund 48.192, Cost 0.24819615255774885
Mile Number: 23937, Probability: 3.6366178509716907e-05, Refund 48.189, Cost 0.24826390070138368
Mile Number: 23938, Probability: 3.6366178509716907e-05, Refund 48.186, Cost 0.2483316633071051
Mile Number: 23939, Probability: 3.6366178509716907e-05, Refund 48.183, Cost 0.24839944037655462
Mile Number: 23940, Probability: 3.6366178509716907e-05, Refund 48.18, Cost 0.24846723191138023
Mile Number: 23941, Probability: 3.6366178509716907e-05, Refund 48.177, Cost 0.24853503791322026
Mile Number: 23942, Probability: 3.6366178509716907e-05, Refund 48.174, Cost 0.24860285838371962
Mile Number: 23943, Probability: 3.6366178509716907e-05, Refund 48.171, Cost 0.24867069332451883
Mile Number: 23944, Probability: 3.6366178509716907e-05, Refund 48.168, Cost 0.24873854273726234
Mile Number: 23945, Probability: 3.6366178509716907e-05, Refund 48.165, Cost 0.24880640662359027
Mile Number: 23946, Probability: 3.6366178509716907e-05, Refund 48.162, Cost 0.24887428498514388
Mile Number: 23947, Probability: 3.6366178509716907e-05, Refund 48.159, Cost 0.2489421778235602
Mile Number: 23948, Probability: 3.6366178509716907e-05, Refund 48.156, Cost 0.24901008514048534
Mile Number: 23949, Probability: 3.6366178509716907e-05, Refund 48.153, Cost 0.24907800693755583
Mile Number: 23950, Probability: 3.6366178509716907e-05, Refund 48.15, Cost 0.24914594321641206
Mile Number: 23951, Probability: 3.6366178509716907e-05, Refund 48.147, Cost 0.24921389397869545
Mile Number: 23952, Probability: 3.6366178509716907e-05, Refund 48.144, Cost 0.24928185922604054
Mile Number: 23953, Probability: 3.6366178509716907e-05, Refund 48.141, Cost 0.24934983896008828
Mile Number: 23954, Probability: 3.6366178509716907e-05, Refund 48.138, Cost 0.2494178331824754
Mile Number: 23955, Probability: 3.6366178509716907e-05, Refund 48.135, Cost 0.2494858418948424
Mile Number: 23956, Probability: 3.6366178509716907e-05, Refund 48.132, Cost 0.24955386509882294
Mile Number: 23957, Probability: 3.6366178509716907e-05, Refund 48.129, Cost 0.2496219027960597
Mile Number: 23958, Probability: 3.6366178509716907e-05, Refund 48.126, Cost 0.2496899549881831
Mile Number: 23959, Probability: 3.6366178509716907e-05, Refund 48.123, Cost 0.24975802167683278
Mile Number: 23960, Probability: 3.6366178509716907e-05, Refund 48.12, Cost 0.24982610286364407
Mile Number: 23961, Probability: 3.6366178509716907e-05, Refund 48.117, Cost 0.24989419855025335
Mile Number: 23962, Probability: 3.6366178509716907e-05, Refund 48.114, Cost 0.24996230873829287
Mile Number: 23963, Probability: 3.6366178509716907e-05, Refund 48.111, Cost 0.25003043342940123
Mile Number: 23964, Probability: 3.6366178509716907e-05, Refund 48.108, Cost 0.2500985726252102
Mile Number: 23965, Probability: 3.6366178509716907e-05, Refund 48.105, Cost 0.2501667263273552
Mile Number: 23966, Probability: 3.6366178509716907e-05, Refund 48.102, Cost 0.2502348945374702
Mile Number: 23967, Probability: 3.6366178509716907e-05, Refund 48.099, Cost 0.2503030772571876
Mile Number: 23968, Probability: 3.6366178509716907e-05, Refund 48.096, Cost 0.2503712744881407
Mile Number: 23969, Probability: 3.6366178509716907e-05, Refund 48.093, Cost 0.2504394862319616
Mile Number: 23970, Probability: 3.6366178509716907e-05, Refund 48.09, Cost 0.25050771249028303
Mile Number: 23971, Probability: 3.6366178509716907e-05, Refund 48.087, Cost 0.2505759532647392
Mile Number: 23972, Probability: 3.6366178509716907e-05, Refund 48.084, Cost 0.2506442085569572
Mile Number: 23973, Probability: 3.6366178509716907e-05, Refund 48.081, Cost 0.25071247836857063
Mile Number: 23974, Probability: 3.6366178509716907e-05, Refund 48.078, Cost 0.25078076270120886
Mile Number: 23975, Probability: 3.6366178509716907e-05, Refund 48.075, Cost 0.25084906155650505
Mile Number: 23976, Probability: 3.6366178509716907e-05, Refund 48.072, Cost 0.25091737493608796
Mile Number: 23977, Probability: 3.6366178509716907e-05, Refund 48.069, Cost 0.2509857028415849
Mile Number: 23978, Probability: 3.6366178509716907e-05, Refund 48.066, Cost 0.2510540452746296
Mile Number: 23979, Probability: 3.6366178509716907e-05, Refund 48.063, Cost 0.2511224022368463
Mile Number: 23980, Probability: 3.6366178509716907e-05, Refund 48.06, Cost 0.25119077372986537
Mile Number: 23981, Probability: 3.6366178509716907e-05, Refund 48.057, Cost 0.251259159755316
Mile Number: 23982, Probability: 3.6366178509716907e-05, Refund 48.054, Cost 0.25132756031482545
Mile Number: 23983, Probability: 3.6366178509716907e-05, Refund 48.051, Cost 0.2513959754100196
Mile Number: 23984, Probability: 3.6366178509716907e-05, Refund 48.048, Cost 0.25146440504252815
Mile Number: 23985, Probability: 3.6366178509716907e-05, Refund 48.045, Cost 0.25153284921397634
Mile Number: 23986, Probability: 3.6366178509716907e-05, Refund 48.042, Cost 0.2516013079259906
Mile Number: 23987, Probability: 3.6366178509716907e-05, Refund 48.039, Cost 0.2516697811801959
Mile Number: 23988, Probability: 3.6366178509716907e-05, Refund 48.036, Cost 0.25173826897821805
Mile Number: 23989, Probability: 3.6366178509716907e-05, Refund 48.033, Cost 0.25180677132168416
Mile Number: 23990, Probability: 3.6366178509716907e-05, Refund 48.03, Cost 0.25187528821221705
Mile Number: 23991, Probability: 3.6366178509716907e-05, Refund 48.027, Cost 0.2519438196514406
Mile Number: 23992, Probability: 3.6366178509716907e-05, Refund 48.024, Cost 0.2520123656409797
Mile Number: 23993, Probability: 3.6366178509716907e-05, Refund 48.021, Cost 0.2520809261824604
Mile Number: 23994, Probability: 3.6366178509716907e-05, Refund 48.018, Cost 0.2521495012775019
Mile Number: 23995, Probability: 3.6366178509716907e-05, Refund 48.015, Cost 0.2522180909277298
Mile Number: 23996, Probability: 3.6366178509716907e-05, Refund 48.012, Cost 0.2522866951347653
Mile Number: 23997, Probability: 3.6366178509716907e-05, Refund 48.009, Cost 0.25235531390023086
Mile Number: 23998, Probability: 3.6366178509716907e-05, Refund 48.006, Cost 0.2524239472257499
Mile Number: 23999, Probability: 3.6366178509716907e-05, Refund 48.003, Cost 0.2524925951129391
Mile Number: 24000, Probability: 3.6366178509716907e-05, Refund 48.0, Cost 0.2525612575634266
Mile Number: 24001, Probability: 3.6366178509716907e-05, Refund 47.997, Cost 0.252629934578826
Mile Number: 24002, Probability: 3.6366178509716907e-05, Refund 47.994, Cost 0.2526986261607623
Mile Number: 24003, Probability: 3.6366178509716907e-05, Refund 47.991, Cost 0.2527673323108537
Mile Number: 24004, Probability: 3.6366178509716907e-05, Refund 47.988, Cost 0.25283605303071965
Mile Number: 24005, Probability: 3.6366178509716907e-05, Refund 47.985, Cost 0.25290478832197777
Mile Number: 24006, Probability: 3.6366178509716907e-05, Refund 47.982, Cost 0.25297353818624957
Mile Number: 24007, Probability: 3.6366178509716907e-05, Refund 47.979, Cost 0.2530423026251523
Mile Number: 24008, Probability: 3.6366178509716907e-05, Refund 47.976, Cost 0.2531110816403042
Mile Number: 24009, Probability: 3.6366178509716907e-05, Refund 47.973, Cost 0.25317987523332475
Mile Number: 24010, Probability: 3.6366178509716907e-05, Refund 47.97, Cost 0.2532486834058263
Mile Number: 24011, Probability: 3.6366178509716907e-05, Refund 47.967, Cost 0.2533175061594278
Mile Number: 24012, Probability: 3.6366178509716907e-05, Refund 47.964, Cost 0.25338634349574646
Mile Number: 24013, Probability: 3.6366178509716907e-05, Refund 47.961, Cost 0.2534551954163981
Mile Number: 24014, Probability: 3.6366178509716907e-05, Refund 47.958, Cost 0.2535240619229994
Mile Number: 24015, Probability: 3.6366178509716907e-05, Refund 47.955, Cost 0.2535929430171656
Mile Number: 24016, Probability: 3.6366178509716907e-05, Refund 47.952, Cost 0.2536618387005076
Mile Number: 24017, Probability: 3.6366178509716907e-05, Refund 47.949, Cost 0.2537307489746455
Mile Number: 24018, Probability: 3.6366178509716907e-05, Refund 47.946, Cost 0.2537996738411896
Mile Number: 24019, Probability: 3.6366178509716907e-05, Refund 47.943, Cost 0.25386861330175686
Mile Number: 24020, Probability: 3.6366178509716907e-05, Refund 47.94, Cost 0.2539375673579571
Mile Number: 24021, Probability: 3.6366178509716907e-05, Refund 47.937, Cost 0.25400653601140394
Mile Number: 24022, Probability: 3.6366178509716907e-05, Refund 47.934, Cost 0.25407551926371486
Mile Number: 24023, Probability: 3.6366178509716907e-05, Refund 47.931, Cost 0.25414451711649494
Mile Number: 24024, Probability: 3.6366178509716907e-05, Refund 47.928, Cost 0.2542135295713611
Mile Number: 24025, Probability: 3.6366178509716907e-05, Refund 47.925, Cost 0.2542825566299233
Mile Number: 24026, Probability: 3.6366178509716907e-05, Refund 47.922, Cost 0.25435159829379245
Mile Number: 24027, Probability: 3.6366178509716907e-05, Refund 47.919, Cost 0.25442065456457813
Mile Number: 24028, Probability: 3.6366178509716907e-05, Refund 47.916, Cost 0.2544897254438935
Mile Number: 24029, Probability: 3.6366178509716907e-05, Refund 47.913, Cost 0.25455881093334465
Mile Number: 24030, Probability: 3.6366178509716907e-05, Refund 47.91, Cost 0.2546279110345444
Mile Number: 24031, Probability: 3.6366178509716907e-05, Refund 47.907, Cost 0.254697025749101
Mile Number: 24032, Probability: 3.6366178509716907e-05, Refund 47.904, Cost 0.25476615507862416
Mile Number: 24033, Probability: 3.6366178509716907e-05, Refund 47.901, Cost 0.2548352990247188
Mile Number: 24034, Probability: 3.6366178509716907e-05, Refund 47.898, Cost 0.25490445758899394
Mile Number: 24035, Probability: 3.6366178509716907e-05, Refund 47.895, Cost 0.2549736307730623
Mile Number: 24036, Probability: 3.6366178509716907e-05, Refund 47.892, Cost 0.25504281857852423
Mile Number: 24037, Probability: 3.6366178509716907e-05, Refund 47.889, Cost 0.255112021006992
Mile Number: 24038, Probability: 3.6366178509716907e-05, Refund 47.886, Cost 0.2551812380600653
Mile Number: 24039, Probability: 3.6366178509716907e-05, Refund 47.883, Cost 0.2552504697393586
Mile Number: 24040, Probability: 3.6366178509716907e-05, Refund 47.88, Cost 0.2553197160464712
Mile Number: 24041, Probability: 3.6366178509716907e-05, Refund 47.877, Cost 0.25538897698301144
Mile Number: 24042, Probability: 3.6366178509716907e-05, Refund 47.874, Cost 0.2554582525505836
Mile Number: 24043, Probability: 3.6366178509716907e-05, Refund 47.871, Cost 0.25552754275079015
Mile Number: 24044, Probability: 3.6366178509716907e-05, Refund 47.868, Cost 0.25559684758523743
Mile Number: 24045, Probability: 3.6366178509716907e-05, Refund 47.865, Cost 0.2556661670555274
Mile Number: 24046, Probability: 3.6366178509716907e-05, Refund 47.862, Cost 0.25573550116326593
Mile Number: 24047, Probability: 3.6366178509716907e-05, Refund 47.859, Cost 0.2558048499100544
Mile Number: 24048, Probability: 3.6366178509716907e-05, Refund 47.856, Cost 0.2558742132974981
Mile Number: 24049, Probability: 3.6366178509716907e-05, Refund 47.853, Cost 0.25594359132719263
Mile Number: 24050, Probability: 3.6366178509716907e-05, Refund 47.85, Cost 0.25601298400074535
Mile Number: 24051, Probability: 3.6366178509716907e-05, Refund 47.847, Cost 0.25608239131975397
Mile Number: 24052, Probability: 3.6366178509716907e-05, Refund 47.844, Cost 0.25615181328582276
Mile Number: 24053, Probability: 3.6366178509716907e-05, Refund 47.841, Cost 0.25622124990055145
Mile Number: 24054, Probability: 3.6366178509716907e-05, Refund 47.838, Cost 0.2562907011655384
Mile Number: 24055, Probability: 3.6366178509716907e-05, Refund 47.835, Cost 0.2563601670823856
Mile Number: 24056, Probability: 3.6366178509716907e-05, Refund 47.832, Cost 0.2564296476526935
Mile Number: 24057, Probability: 3.6366178509716907e-05, Refund 47.829, Cost 0.2564991428780555
Mile Number: 24058, Probability: 3.6366178509716907e-05, Refund 47.826, Cost 0.2565686527600768
Mile Number: 24059, Probability: 3.6366178509716907e-05, Refund 47.823, Cost 0.2566381773003503
Mile Number: 24060, Probability: 3.6366178509716907e-05, Refund 47.82, Cost 0.25670771650047536
Mile Number: 24061, Probability: 3.6366178509716907e-05, Refund 47.817, Cost 0.2567772703620524
Mile Number: 24062, Probability: 3.6366178509716907e-05, Refund 47.814, Cost 0.25684683888667476
Mile Number: 24063, Probability: 3.6366178509716907e-05, Refund 47.811, Cost 0.2569164220759396
Mile Number: 24064, Probability: 3.6366178509716907e-05, Refund 47.808, Cost 0.25698601993144526
Mile Number: 24065, Probability: 3.6366178509716907e-05, Refund 47.805, Cost 0.25705563245478563
Mile Number: 24066, Probability: 3.6366178509716907e-05, Refund 47.802, Cost 0.25712525964755834
Mile Number: 24067, Probability: 3.6366178509716907e-05, Refund 47.799, Cost 0.25719490151135677
Mile Number: 24068, Probability: 3.6366178509716907e-05, Refund 47.796, Cost 0.2572645580477728
Mile Number: 24069, Probability: 3.6366178509716907e-05, Refund 47.793, Cost 0.25733422925840727
Mile Number: 24070, Probability: 3.6366178509716907e-05, Refund 47.79, Cost 0.25740391514484606
Mile Number: 24071, Probability: 3.6366178509716907e-05, Refund 47.787, Cost 0.25747361570868943
Mile Number: 24072, Probability: 3.6366178509716907e-05, Refund 47.784, Cost 0.2575433309515281
Mile Number: 24073, Probability: 3.6366178509716907e-05, Refund 47.781, Cost 0.25761306087495384
Mile Number: 24074, Probability: 3.6366178509716907e-05, Refund 47.778, Cost 0.2576828054805594
Mile Number: 24075, Probability: 3.6366178509716907e-05, Refund 47.775, Cost 0.25775256476993597
Mile Number: 24076, Probability: 3.6366178509716907e-05, Refund 47.772, Cost 0.25782233874467847
Mile Number: 24077, Probability: 3.6366178509716907e-05, Refund 47.769, Cost 0.25789212740637224
Mile Number: 24078, Probability: 3.6366178509716907e-05, Refund 47.766, Cost 0.25796193075661156
Mile Number: 24079, Probability: 3.6366178509716907e-05, Refund 47.763, Cost 0.2580317487969866
Mile Number: 24080, Probability: 3.6366178509716907e-05, Refund 47.76, Cost 0.2581015815290857
Mile Number: 24081, Probability: 3.6366178509716907e-05, Refund 47.757, Cost 0.25817142895450107
Mile Number: 24082, Probability: 3.6366178509716907e-05, Refund 47.754, Cost 0.258241291074818
Mile Number: 24083, Probability: 3.6366178509716907e-05, Refund 47.751, Cost 0.25831116789162806
Mile Number: 24084, Probability: 3.6366178509716907e-05, Refund 47.748, Cost 0.2583810594065186
Mile Number: 24085, Probability: 3.6366178509716907e-05, Refund 47.745, Cost 0.25845096562107533
Mile Number: 24086, Probability: 3.6366178509716907e-05, Refund 47.742, Cost 0.25852088653689037
Mile Number: 24087, Probability: 3.6366178509716907e-05, Refund 47.739, Cost 0.25859082215554624
Mile Number: 24088, Probability: 3.6366178509716907e-05, Refund 47.736, Cost 0.2586607724786344
Mile Number: 24089, Probability: 3.6366178509716907e-05, Refund 47.733, Cost 0.2587307375077341
Mile Number: 24090, Probability: 3.6366178509716907e-05, Refund 47.73, Cost 0.25880071724443643
Mile Number: 24091, Probability: 3.6366178509716907e-05, Refund 47.727, Cost 0.258870711690328
Mile Number: 24092, Probability: 3.6366178509716907e-05, Refund 47.724, Cost 0.25894072084698855
Mile Number: 24093, Probability: 3.6366178509716907e-05, Refund 47.721, Cost 0.2590107447160069
Mile Number: 24094, Probability: 3.6366178509716907e-05, Refund 47.718, Cost 0.25908078329896483
Mile Number: 24095, Probability: 3.6366178509716907e-05, Refund 47.715, Cost 0.2591508365974479
Mile Number: 24096, Probability: 3.6366178509716907e-05, Refund 47.712, Cost 0.25922090461304015
Mile Number: 24097, Probability: 3.6366178509716907e-05, Refund 47.709, Cost 0.25929098734732103
Mile Number: 24098, Probability: 3.6366178509716907e-05, Refund 47.706, Cost 0.25936108480187675
Mile Number: 24099, Probability: 3.6366178509716907e-05, Refund 47.703, Cost 0.25943119697828626
Mile Number: 24100, Probability: 3.6366178509716907e-05, Refund 47.7, Cost 0.259501323878135
Mile Number: 24101, Probability: 3.6366178509716907e-05, Refund 47.697, Cost 0.2595714655030016
Mile Number: 24102, Probability: 3.6366178509716907e-05, Refund 47.694, Cost 0.25964162185446815
Mile Number: 24103, Probability: 3.6366178509716907e-05, Refund 47.691, Cost 0.2597117929341153
